barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,_id,needsFetchReviewReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,pointsEarned,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId
34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,null,5,null,1,null,null,null,null,6000d4bc0a7214ad4c000070,null,null,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,null,null,null,null,null,null,null,null,null,870,77,null,null,null,null,null,null
34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,null,6,null,1,null,null,null,null,6000d4bc0a7214ad4c000070,null,null,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,null,null,null,null,null,null,null,null,null,870,77,null,null,null,null,null,null
34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,null,7,null,1,null,null,null,null,6000d4bc0a7214ad4c000070,null,null,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,null,null,null,null,null,null,null,null,null,870,77,null,null,null,null,null,null
34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,null,8,null,1,null,null,null,null,6000d4bc0a7214ad4c000070,null,null,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,null,null,null,null,null,null,null,null,null,870,77,null,null,null,null,null,null
34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,null,9,null,1,null,null,null,null,6000d4bc0a7214ad4c000070,null,null,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,null,null,null,null,null,null,null,null,null,870,77,null,null,null,null,null,null
34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,null,10,null,1,null,null,null,null,6000d4bc0a7214ad4c000070,null,null,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,null,null,null,null,null,null,null,null,null,870,77,null,null,null,null,null,null
null,Stuffed Cabbage,1,1,null,1013,null,1,null,null,null,null,600082b40a720f05f3000058,null,null,null,null,null,null,null,null,null,null,1,STUFF,null,null,null,null,null,null,null,null,null,null
null,Stuffed Cabbage,1,1,null,1016,null,1,null,null,null,null,600082b40a720f05f3000058,null,null,null,null,null,null,null,null,null,null,1,STUFF,null,null,null,null,null,null,null,null,null,null
null,Stuffed Cabbage,1,1,null,1019,null,1,null,null,null,null,600082b40a720f05f3000058,null,null,null,null,null,null,null,null,null,null,1,STU&F,null,null,null,null,null,null,null,null,null,null
null,Stuffed Cabbage,1,1,null,1022,null,1,null,null,null,null,600082b40a720f05f3000058,null,null,null,null,null,null,null,null,null,null,1,STUFF,null,null,null,null,null,null,null,null,null,null
4011,ITEM NOT FOUND,23,23,FALSE,1,TRUE,3,4011,TRUE,23,3,6000d4ac0a7214ad4c000069,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4011,ITEM NOT FOUND,1,1,null,1,null,1,null,null,null,null,600056da0a720f05f3000048,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
28400642255,DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ,10,10,TRUE,2,TRUE,1,28400642255,TRUE,10,1,600056da0a720f05f3000048,USER_FLAGGED,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS SPICY SWEET CHILI SINGLE SERVE,5332f5fbe4b03c9a25efd0ba,DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43000043790,Jell-O Mixchief Vanilla Pudding Instant 3.40-oz,4.55,4.55,null,1,null,1,null,null,null,null,6000b8590a7214ad4c000057,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43000043790,Jell-O Mixchief Vanilla Pudding Instant 3.40-oz,4.55,4.55,null,2,null,1,null,null,null,null,6000b8590a7214ad4c000057,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43000043790,Jell-O Mixchief Vanilla Pudding Instant 3.40-oz,4.55,4.55,null,3,null,1,null,null,null,null,6000b8590a7214ad4c000057,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43000043790,Jell-O Mixchief Vanilla Pudding Instant 3.40-oz,4.55,4.55,null,4,null,1,null,null,null,null,6000b8590a7214ad4c000057,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4011,ITEM NOT FOUND,1,1,null,1,null,1,null,null,null,null,600056ea0a720f05f300004b,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,HYV GRADE A X LRG EG,1.29,1.29,null,1023,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,1.29,HYV GRADE A X LRG EG,null,null,null,null,null,null,null,null,null,null
null,HYV LF BLUEBERRY YOG,0.54,0.54,null,1024,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,0.54,HYV LF BLUEBERRY YOG,null,null,null,null,null,null,null,null,null,null
36632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.54,0.54,null,1025,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,YOPLAIT GREEK YOGURT,5332f5f3e4b03c9a25efd0ae,null,null,null,LIGHT & FIT GREEK,null,0.54,HYV LF KEY LIME PIE,null,null,null,null,TRUE,null,null,null,null,null
null,HYV LF PEACH YOGURT,0.54,0.54,null,1026,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,0.54,HYV LF PEACH YOGURT,null,null,null,null,null,null,null,null,null,null
null,HYV LF VANILLA YOGUR,0.54,0.54,null,1027,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,0.54,HYV LF VANILLA YOGUR,null,null,null,null,null,null,null,null,null,null
null,1% Milk,3.99,3.99,null,1028,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,3.99,SASSY COW 1% MILK,null,null,null,null,null,null,null,null,null,null
75706191031,CNS CLSC THN SPR BLCK OLV GRN PPR ONN WHL MLK MZRL PRMS RMN 25.49 OZ,5.99,5.99,null,1031,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,CONNIE'S PIZZA,null,5.99,CONNIES SUPREME PIZZ,null,null,null,null,null,null,null,null,null,null
null,HV MIXED VEGETABLES,2.29,2.29,null,1032,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,2.29,HV MIXED VEGETABLES,null,null,null,null,null,null,null,null,null,null
19600920106,Van de Kamp's - Crispy Fish Fillets 19.45-oz,6.99,6.99,null,1033,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,VAN DE KAMP'S,SMART ONES,6.99,VAN DE KAMP JUMBO FI,null,null,null,null,null,null,null,null,null,null
null,GRIMES NSA RED KIDNE,1.09,1.09,null,1036,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,1.09,GRIMES NSA RED KIDNE,null,null,null,null,null,null,null,null,null,null
28189000079,HTCH JLPN PPR SLCD JAR SLCT 12 OZ,1.19,1.19,null,1037,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,HATCH FARMS,null,1.19,HATCH NACHO SLCD JAL,null,null,null,null,null,null,null,null,null,null
7.545E+11,Hy-Vee Clover Honey Bear,5.99,5.99,null,1039,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,5.99,HYV CLOVER HNY BEAR,null,null,null,null,null,null,null,null,null,null
null,HYV KETTLE MESQ BBQ,2.39,2.39,null,1040,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,2.39,HYV KETTLE MESQ BBQ,null,null,null,null,null,null,null,null,null,null
null,KELL ORIG FRSTD MINI,4.29,4.29,null,1041,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,KELLOGG'S,null,4.29,KELL ORIG FRSTD MINI,null,null,null,null,null,null,null,null,null,null
null,SIMPLY HVY DUTY FOIL,2.99,2.99,null,1042,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,2.99,SIMPLY HVY DUTY FOIL,null,null,null,null,null,null,null,null,null,null
58496723002,WSTMP SS CTSNK RPGBG CHKN 6.3OZ,1.99,1.99,null,1043,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,550b2565e4b001d5e9e4146f,null,null,null,TEMPTATIONS,null,1.99,TEMPT TASTY CHICKEN,null,null,null,null,null,null,null,null,null,null
58449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,3.99,null,1046,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,NATURE'S PATH ORGANIC,null,3.99,NATURES PATH OF OATS,null,null,null,null,null,null,null,null,null,null
75450093070,Hy-Vee Medium Cheddar Cheese Brick,4.99,4.99,null,1050,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,4.99,HYV MED CHED BRICK,null,null,null,null,null,null,null,null,null,null
48500256763,DOLE ORANGE PEACH MANGO JUICE VITAMIN C ENRICHED FROM CONCNTRT PSTRZD CARTON 1 CT 59 OZ,1.31,1.31,null,1053,null,1,null,null,null,null,600206000a720f05f3000087,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DOLE BLENDS MULTI SERVE,5332f5fbe4b03c9a25efd0ba,null,null,null,DOLE,null,1.31,DOLE BANANAS,null,null,null,null,null,null,null,null,null,DOLE BLENDS MULTI SERVE
4816,Golden Sweet Potato,2.21,2.21,null,1055,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,2.21,GOLDEN SWT POTATO,null,null,null,null,null,null,null,null,null,null
null,Green Bell Peppers,0.88,0.88,null,1057,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,0.88,GREEN BELL PEPPERS,null,null,null,null,null,null,null,null,null,null
4166,Other Sweet Onions,0.91,0.91,null,1058,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,0.91,SWEET ONIONS,null,null,null,null,null,null,null,null,null,null
75450120400,Hy-Vee Cage Free Omega-3 Grade A Large Brown Eggs,1.99,1.99,null,1063,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,1.99,HV CAGE FREE LG WHT,null,null,null,null,null,null,null,null,null,null
null,HYV HALF & HALF,1.84,1.84,null,1064,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,1.84,HYV HALF & HALF,null,null,null,null,null,null,null,null,null,null
36632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.56,0.56,null,1065,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,YOPLAIT GREEK YOGURT,5332f5f3e4b03c9a25efd0ae,null,null,null,LIGHT & FIT GREEK,null,0.56,HYV LF KEY LIME PIE,null,null,null,null,TRUE,null,null,null,null,null
7.54501E+11,Hy-Vee Orange Cream Lowfat Yogurt,0.56,0.56,null,1066,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,0.56,HYV LF ORANGE CREAM,null,null,null,null,null,null,null,null,null,null
null,HYV LF VANILLA YOGUR,0.56,0.56,null,1067,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,0.56,HYV LF VANILLA YOGUR,null,null,null,null,null,null,null,null,null,null
75450085150,Hy-Vee Unsalted Sweet Butter Quarters,3.99,3.99,null,1068,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,3.99,HYV UNSLTD SWT BTR,null,null,null,null,null,null,null,null,null,null
null,2% Milk,4.09,4.09,null,1069,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,4.09,SASSY COW 2% MILK,null,null,null,null,null,null,null,null,null,null
71007023095,EL MNT MLD BF BN GRN CHL BRT KP FRZN BAG 32 OZ,4.99,4.99,null,1072,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,EL MONTEREY,null,4.99,EL MONT GREEN CHILI,null,null,null,null,null,null,null,null,null,null
72310001459,Bigelow Green Tea Bags with Lemon,3.49,3.49,null,1075,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,LIPTON TEA,5332f5f6e4b03c9a25efd0b4,null,null,null,BIGELOW,LIPTON TEA,3.49,BIGELOW GRN TEA W/LE,null,null,null,null,TRUE,null,null,null,null,null
null,HYV KETTLE MESQ BBQ,2.39,2.39,null,1077,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,2.39,HYV KETTLE MESQ BBQ,null,null,null,null,null,null,null,null,null,null
7.54502E+11,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,2.39,2.39,null,1078,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,2.39,HYV KETTLE PUB MUSTA,null,null,null,null,null,null,null,null,null,null
null,HYV SELECT WIDE NOOD,2.99,2.99,null,1079,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE SELECT,null,2.99,HYV SELECT WIDE NOOD,null,null,null,null,null,null,null,null,null,null
41390024368,KKMN SWT CHL RFRG AFTR OPNN SC BTL 13 OZ,3.79,3.79,null,1080,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,KIKKOMAN,FOOD NETWORK KITCHEN INSPIRATIONS COOKING SAUCE,3.79,KIKKO THAI CHILI SCE,null,null,null,null,null,null,null,null,null,null
null,SPL K ORIGINAL,1.88,1.88,null,1082,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,SPECIAL K,null,1.88,SPL K ORIGINAL,null,null,null,null,null,null,null,null,null,null
5.11111E+11,SWANSON,5.58,5.58,null,1083,null,2,null,null,null,null,600206000a720f05f3000087,null,null,5a734034e4b0d58f376be874,null,5a734034e4b0d58f376be874,null,null,null,SWANSON,null,5.58,SWANSON UNSLTD CKN,null,null,55.8,null,FALSE,null,null,null,null,null
43000716021,YUBAN Traditional Medium Roast Ground Coffee 12 oz. Canister,5.99,5.99,null,1085,null,1,null,null,null,null,600206000a720f05f3000087,null,null,559c2234e4b06aca36af13c6,YUBAN COFFEE,559c2234e4b06aca36af13c6,null,null,null,YUBAN,null,5.99,YUBAN TRDTNL ROAST,null,null,30,null,null,null,null,null,null,YUBAN COFFEE
44500341720,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,3.99,null,1088,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,HILLSHIRE FARM,OSCAR MAYER SAUSAGE LINK,3.99,HILLS TRKY POLSKA KI,null,null,null,null,null,null,null,null,null,null
7.54501E+11,Hy-Vee Diced Cooked Ham,2.99,2.99,null,1089,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,2.99,HYV DICED COOKED HAM,null,null,null,null,null,null,null,null,null,null
null,HYV EX SHARP CHEDDAR,2.79,2.79,null,1090,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,2.79,HYV EX SHARP CHEDDAR,null,null,null,null,null,null,null,null,null,null
24105590051,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,6.99,null,1091,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,JUST BARE FRESH CHICKEN BREAST FILETS,559c2234e4b06aca36af13c6,null,null,null,JUST BARE,null,6.99,JUST BARE CKN BREAST,null,null,null,null,null,null,null,null,null,JUST BARE FRESH CHICKEN BREAST FILETS
21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,5.99,null,1092,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,LAURA'S LEAN BEEF,null,5.99,LEAN GRND BF 93% 7%,null,null,null,null,null,null,null,null,null,null
null,Blueberries,2.99,2.99,null,1095,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,2.99,BLUEBERRIES,null,null,null,null,null,null,null,null,null,null
4060,Broccoli,2.99,2.99,null,1096,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,2.99,BROCCOLI,null,null,null,null,null,null,null,null,null,null
null,CAL ORG WHOLE CARTS,2.49,2.49,null,1097,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,CAL-ORGANIC FARMS,null,2.49,CAL ORG WHOLE CARTS,null,null,null,null,null,null,null,null,null,null
48500052020,DL PNPL ORNG BNN FRZN CNCN CAN 48 OZ JC BLND 12 FL OZ,1.53,1.53,null,1098,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,DOLE 100% FRUIT JUICES,559c2234e4b06aca36af13c6,null,null,null,DOLE CHILLED FRUIT JUICES,null,1.53,DOLE BANANAS,null,null,null,null,null,null,null,null,null,DOLE 100% FRUIT JUICES
null,DOLE ITALIAN BLEND,3.49,3.49,null,1100,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,DOLE,null,3.49,DOLE ITALIAN BLEND,null,null,null,null,null,null,null,null,null,null
4069,Green Cabbage,2.05,2.05,null,1101,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,2.05,GREEN CABBAGE,null,null,null,null,null,null,null,null,null,null
null,Leek,3.99,3.99,null,1103,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,3.99,LEEK,null,null,null,null,null,null,null,null,null,null
4093,Large Yellow Onions,1.82,1.82,null,1104,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,1.82,YELLOW ONIONS,null,null,null,null,null,null,null,null,null,null
null,BAREFOOT PINOT NOIR,19.99,19.99,null,1108,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,19.99,BAREFOOT PINOT NOIR,null,null,null,null,null,null,null,null,null,null
7.54501E+11,Hy-Vee 4% Large Curd Cottage Cheese,1.47,1.47,null,1111,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,1.47,HYV 4% LRG CURD COTT,null,null,null,null,null,null,null,null,null,null
75450079760,Hy-Vee Lowfat Blackberry Yogurt,0.56,0.56,null,1112,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,0.56,HYV LF BLACKBERRY YO,null,null,null,null,null,null,null,null,null,null
7.54501E+11,Hy-Vee Lemon Flavored Lowfat Yogurt,0.56,0.56,null,1113,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,0.56,HYV LF LEMON YOGURT,null,null,null,null,null,null,null,null,null,null
null,HYV LF PEACH YOGURT,0.56,0.56,null,1114,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,0.56,HYV LF PEACH YOGURT,null,null,null,null,null,null,null,null,null,null
null,HYV LF VANILLA YOGUR,0.56,0.56,null,1115,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,0.56,HYV LF VANILLA YOGUR,null,null,null,null,null,null,null,null,null,null
75450085150,Hy-Vee Unsalted Sweet Butter Quarters,2.77,2.77,null,1116,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,2.77,HYV UNSLTD SWT BTR,null,null,null,null,null,null,null,null,null,null
null,LUIGES DELUXE P1ZZA,11.98,11.98,null,1119,null,2,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,11.98,LUIGES DELUXE P1ZZA,null,null,null,null,null,null,null,null,null,null
null,BUSHS HOT RED CHILI,1.59,1.59,null,1122,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,BUSH'S BEST,null,1.59,BUSHS HOT RED CHILI,null,null,null,null,null,null,null,null,null,null
39400015031,Bush's Best Chili Beans - Kidney Beans in Mild Chili Sauce,1.59,1.59,null,1123,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,BIRDS EYE STEAMFRESH PLAIN FROZEN VEGETABLES,5e825d64f221c312e698a62a,null,null,null,BUSH'S BEST,null,1.59,BUSHS MILD KIDNEY CH,null,null,null,null,TRUE,null,null,null,null,null
25500204215,Folgers Classic Roast Medium Caffeinated Coffee,14.98,14.98,null,1131,null,2,null,null,null,null,600206000a720f05f3000087,null,null,null,SWISS MISS CAFÃ‰,5e825d64f221c312e698a62a,null,null,null,FOLGERS,MAXWELL HOUSE GROUND COFFEE,14.98,FOLGERS CLASSIC ROAS,null,null,null,null,TRUE,null,null,null,null,null
7.54501E+11,Hy-Vee Kettle Cooked Buffalo & Blue Cheese Potato Chips,1.67,1.67,null,1133,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,1.67,HYV KETTLE BUFFALO&B,null,null,null,null,null,null,null,null,null,null
null,HYV KETTLE CHIP ORIG,3.69,3.69,null,1135,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,3.69,HYV KETTLE CHIP ORIG,null,null,null,null,null,null,null,null,null,null
7.54502E+11,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,1.67,1.67,null,1136,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,1.67,HYV KETTLE PUB MUSTA,null,null,null,null,null,null,null,null,null,null
7.545E+11,Hy-Vee Seasoned Croutons,1.79,1.79,null,1138,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,1.79,HYV SEASONED CROUTON,null,null,null,null,null,null,null,null,null,null
null,KASHI GOFLOW CINN CR,3.77,3.77,null,1139,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,KASHI,null,3.77,KASHI GOFLOW CINN CR,null,null,null,null,null,null,null,null,null,null
18627030010,Kashi Granola Bars - Chewy Honey Almond Flax,3.77,3.77,null,1140,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,NATURE VALLEY CHEWY BARS,5332f5f3e4b03c9a25efd0ae,null,null,null,KASHI,null,3.77,KASHI GOPLAY HNY ALM,null,null,null,null,TRUE,null,null,null,null,null
41000004087,"Lipton Recipe Secrets Beefy Onion Recipe Soup & Dip Mix, 2 count, 2.2 oz",1.99,1.99,null,1141,null,1,null,null,null,null,600206000a720f05f3000087,null,null,5332f5f6e4b03c9a25efd0b4,LIPTON RECIPE SECRETS,5332f5f6e4b03c9a25efd0b4,null,null,null,LIPTON,null,1.99,LIPTON BEEFY ONION,null,null,19.9,null,null,null,null,null,null,LIPTON RECIPE SECRETS
58449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,3.99,null,1144,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,NATURE'S PATH ORGANIC,null,3.99,NATURES PATH OF OATS,null,null,null,null,null,null,null,null,null,null
null,FRSH BNLS PORK LOIN,4.56,4.56,null,1148,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,4.56,FRSH BNLS PORK LOIN,null,null,null,null,null,null,null,null,null,null
44500341720,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,3.99,null,1149,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,HILLSHIRE FARM,OSCAR MAYER SAUSAGE LINK,3.99,HILLS TRKY POLSKA KI,null,null,null,null,null,null,null,null,null,null
null,HYV EXTRA SHARP CHDD,4.99,4.99,null,1150,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,HY-VEE,null,4.99,HYV EXTRA SHARP CHDD,null,null,null,null,null,null,null,null,null,null
24105590051,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,6.99,null,1151,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,JUST BARE FRESH CHICKEN BREAST FILETS,559c2234e4b06aca36af13c6,null,null,null,JUST BARE,null,6.99,JUST BARE CKN BREAST,null,null,null,null,null,null,null,null,null,JUST BARE FRESH CHICKEN BREAST FILETS
21000604647,KRAFT Cheese - Pasteurized Prepared American Singles,3.29,3.29,null,1152,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,5e7cf838f221c312e698a628,null,null,null,KRAFT,null,3.29,KRAFT AMER SINGLES,null,null,null,null,TRUE,null,null,null,null,KRAFT SINGLES
21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,5.99,null,1153,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,LAURA'S LEAN BEEF,null,5.99,LEAN GRND BF 93% 7%,null,null,null,null,null,null,null,null,null,null
null,NOLE VERY VEGGIE SLD,3.49,3.49,null,1156,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,3.49,NOLE VERY VEGGIE SLD,null,null,null,null,null,null,null,null,null,null
null,GG KLONDIKE GOLDUST,3.99,3.99,null,1157,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,GREEN GIANT,null,3.99,GG KLONDIKE GOLDUST,null,null,null,null,null,null,null,null,null,null
null,Green Bell Peppers,0.77,0.77,null,1158,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,0.77,GREEN BELL PEPPERS,null,null,null,null,null,null,null,null,null,null
71146002487,CLB SNP CRSP BLCK PPR BKD 40 PCT LS FAT HRVS SNPS BAG 3.3 OZ,1.25,1.25,null,1159,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,559c2234e4b06aca36af13c6,null,null,null,HARVEST SNAPS,null,1.25,HRVST SNAPS BLACK PE,null,null,null,null,null,null,null,null,null,null
null,Organic Baby Spinach,1.88,1.88,null,1161,null,1,null,null,null,null,600206000a720f05f3000087,null,null,null,null,null,null,null,null,null,null,1.88,JOSIES ORG BABY SPIN,null,null,null,null,null,null,null,null,null,null
