bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,createDate1,dateScanned1,finishedDate1,modifyDate1,pointsAwardedDate1,purchaseDate1,id_oid
0,null,0,null,SUBMITTED,null,59c124bae4b0299e55b0f330,12-01-2021 00:04,12-01-2021 00:04,null,12-01-2021 00:04,null,null,5ffce78c0a7214ad4e001045
0,null,0,null,PENDING,28.57,59c124bae4b0299e55b0f330,12-01-2021 22:33,12-01-2021 22:33,12-01-2021 22:33,12-01-2021 22:33,null,12-01-2021 00:00,5ffe23cf0a720f05ac006cc2
0,null,0,null,PENDING,28.57,59c124bae4b0299e55b0f330,12-01-2021 00:37,12-01-2021 00:37,12-01-2021 00:37,12-01-2021 00:37,null,12-01-2021 00:00,5ffcef570a720f0515004e91
0,null,0,null,SUBMITTED,null,59c124bae4b0299e55b0f330,12-01-2021 00:06,12-01-2021 00:06,null,12-01-2021 00:06,null,null,5ffce8000a7214ad4e002b57
5,All-receipts receipt bonus,5,2,FINISHED,29,5fff26bfb3348b03eb45bb32,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 00:00,5fff26c20a7214ad4c00000a
5,All-receipts receipt bonus,55,1,FINISHED,0.99,5fff0f4fb3348b03eb45abb0,13-01-2021 15:18,13-01-2021 15:18,13-01-2021 15:19,13-01-2021 15:19,13-01-2021 15:19,13-01-2021 15:18,5fff0f630a7214ad28006e2d
45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,54943462e4b07e684157a532,13-01-2021 20:21,13-01-2021 20:21,13-01-2021 20:21,13-01-2021 20:21,13-01-2021 20:21,12-01-2021 20:21,5fff56370a720f05f3000033
0,null,800,9,FINISHED,89.91,5fff4beedf9ace121f0c17ea,13-01-2021 19:40,13-01-2021 19:40,13-01-2021 19:40,13-01-2021 19:40,13-01-2021 19:40,12-01-2021 19:40,5fff4ca00a7214ad4c000029
25,COMPLETE_NONPARTNER_RECEIPT,25,1,FINISHED,1,5fff2698b3348b03eb45bb10,13-01-2021 16:59,13-01-2021 16:59,13-01-2021 16:59,13-01-2021 16:59,13-01-2021 16:59,13-02-2021 16:59,5fff26ee0a720f05f300001a
0,null,250,5,FINISHED,49.95,5fff4beedf9ace121f0c17ea,13-01-2021 19:40,13-01-2021 19:40,13-01-2021 19:40,13-01-2021 19:40,13-01-2021 19:40,30-12-2020 00:00,5fff4c910a720f05f3000026
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,1,REJECTED,2.29,5ffe115404929101d0aaebb2,12-01-2021 21:42,12-01-2021 21:42,null,13-01-2021 16:00,null,12-01-2021 00:00,5ffe17e20a720f05ac0000e7
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1750,1,FINISHED,10,5fff561abd4dff11dda8fa2b,13-01-2021 20:20,13-01-2021 20:20,13-01-2021 20:20,13-01-2021 20:20,13-01-2021 20:20,13-01-2021 20:20,5fff561b0a720f05f300002e
5,All-receipts receipt bonus,2005,1,FLAGGED,1,5fff2698b3348b03eb45bb10,13-01-2021 16:59,13-01-2021 16:59,null,13-01-2021 16:59,13-01-2021 16:59,12-01-2021 16:59,5fff26fd0a720f05f300001d
25,COMPLETE_NONPARTNER_RECEIPT,35,1,FINISHED,1,5fff2698b3348b03eb45bb10,13-01-2021 16:59,13-01-2021 16:59,13-01-2021 16:59,13-01-2021 16:59,13-01-2021 16:59,12-01-2021 16:59,5fff26fb0a7214ad4c000019
45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,5fff55dabd4dff11dda8f5f1,13-01-2021 20:21,13-01-2021 20:21,13-01-2021 20:21,13-01-2021 20:21,13-01-2021 20:21,12-01-2021 20:21,5fff564a0a7214ad4c000030
45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,5fff4beedf9ace121f0c17ea,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,12-01-2021 19:39,5fff4c8e0a720f05f3000025
250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250,1,FINISHED,10,5fff4beedf9ace121f0c17ea,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,12-01-2021 19:39,5fff4c810a720f05f3000023
5,All-receipts receipt bonus,5,5,FINISHED,49.95,5fff4beedf9ace121f0c17ea,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,10-01-2021 06:00,5fff4c8a0a7214ad4c000025
5,All-receipts receipt bonus,5,5,FINISHED,49.95,5fff4beedf9ace121f0c17ea,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,02-01-2021 06:00,5fff4c8c0a7214ad4c000026
0,null,250,5,FINISHED,49.95,5fff55dabd4dff11dda8f5f1,13-01-2021 20:21,13-01-2021 20:21,13-01-2021 20:21,13-01-2021 20:21,13-01-2021 20:21,10-01-2021 06:00,5fff564d0a720f05f3000038
150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",295,2,FINISHED,2,5fff2698b3348b03eb45bb10,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 16:58,12-01-2021 16:58,5fff26cb0a7214ad4c00000e
45,COMPLETE_PARTNER_RECEIPT,100,1,FINISHED,0.99,5fff4beedf9ace121f0c17ea,13-01-2021 19:40,13-01-2021 19:40,13-01-2021 19:40,13-01-2021 19:40,13-01-2021 19:40,13-01-2021 19:40,5fff4ca90a720f05f300002a
5,All-receipts receipt bonus,305,1,FINISHED,1,5fff0f4fb3348b03eb45abb0,13-01-2021 15:19,13-01-2021 15:19,13-01-2021 15:19,13-01-2021 15:19,13-01-2021 15:19,12-01-2021 15:19,5fff0f8c0a7214ad28006e32
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,5,FINISHED,50,5fff2698b3348b03eb45bb10,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 17:13,13-01-2021 17:13,13-01-2021 16:58,12-01-2021 00:00,5fff26990a720f05f300000b
5,All-receipts receipt bonus,5,3,FINISHED,22,5fff26bfb3348b03eb45bb32,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 00:00,5fff26c40a720f05f3000014
5,All-receipts receipt bonus,5,2,FINISHED,1,5fff2698b3348b03eb45bb10,13-01-2021 16:59,13-01-2021 16:59,13-01-2021 16:59,13-01-2021 16:59,13-01-2021 16:59,12-01-2021 16:59,5fff26d70a7214ad4c00000f
5,All-receipts receipt bonus,5,1,FINISHED,22,5fff26bfb3348b03eb45bb32,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 16:58,13-01-2021 00:00,5fff26c60a7214ad4c00000c
45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,54943462e4b07e684157a532,13-01-2021 15:19,13-01-2021 15:19,13-01-2021 15:19,13-01-2021 15:19,13-01-2021 15:19,12-01-2021 15:19,5fff0f990a7214ad28006e36
5,All-receipts receipt bonus,5,5,FINISHED,49.95,5fff55dabd4dff11dda8f5f1,13-01-2021 20:22,13-01-2021 20:22,13-01-2021 20:22,13-01-2021 20:22,13-01-2021 20:22,08-01-2021 06:00,5fff566e0a720f05f300003f
0,null,8700,10,FLAGGED,290,5fff2698b3348b03eb45bb10,13-01-2021 16:59,13-01-2021 16:59,null,13-01-2021 16:59,null,13-02-2021 16:59,5fff26f10a7214ad4c000018
5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,31-12-2020 19:39,5fff4c710a7214ad4c00001d
5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532,13-01-2021 20:21,13-01-2021 20:21,13-01-2021 20:21,13-01-2021 20:21,13-01-2021 20:21,31-12-2020 20:21,5fff562e0a720f05f300002f
0,null,91.2,4,FINISHED,18.2,5fff4beedf9ace121f0c17ea,13-01-2021 19:40,13-01-2021 19:40,13-01-2021 19:40,13-01-2021 19:40,13-01-2021 19:40,12-01-2021 19:40,5fff4c960a720f05f3000027
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,1,FINISHED,1,5fff4c7d61ffa811fdb0856f,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,13-01-2021 19:39,12-01-2021 19:39,5fff4c7d0a720f05f3000022
5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,01-01-2021 21:32,6000b8770a720f05f3000069
5,All-receipts receipt bonus,5,3,FINISHED,21,6000d4abe2571211db395b5c,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 00:00,6000d4b10a720f05f3000076
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,1,FINISHED,1,6000b884fb296c121a81ad3b,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,13-01-2021 21:32,6000b8840a720f05f300006c
5,All-receipts receipt bonus,5,5,FINISHED,49.95,6000b7aefb296c121a8198b1,14-01-2021 21:31,14-01-2021 21:31,14-01-2021 21:31,14-01-2021 21:31,14-01-2021 21:31,11-01-2021 06:00,6000b8280a720f05f3000061
45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,54943462e4b07e684157a532,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,13-01-2021 21:32,6000b8810a7214ad4c00005e
500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500,5,FINISHED,50,6000d46cfb296c121a81b20c,14-01-2021 23:32,14-01-2021 23:32,14-01-2021 23:47,14-01-2021 23:47,14-01-2021 23:32,13-01-2021 00:00,6000d48d0a7214ad4c000063
5,All-receipts receipt bonus,5,1,FINISHED,20,6000d4abe2571211db395b5c,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 00:00,6000d4b00a7214ad4c00006c
0,null,0,3,REJECTED,3,6000d46cfb296c121a81b20c,14-01-2021 23:33,14-01-2021 23:33,null,14-01-2021 23:33,null,30-10-2017 00:00,6000d4d30a720f05f3000081
5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,13-01-2021 21:32,6000b87d0a7214ad4c00005d
150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",682.4,21,FINISHED,84.78,5e27526d0bdb6a138c32b556,14-01-2021 21:08,14-01-2021 21:08,14-01-2021 21:08,14-01-2021 21:36,14-01-2021 21:08,14-01-2021 00:00,6000b2be0a7214ad4c00004d
0,null,837.4,21,FINISHED,101.75,5e27526d0bdb6a138c32b556,14-01-2021 22:40,14-01-2021 22:40,14-01-2021 22:40,14-01-2021 22:40,14-01-2021 22:40,14-01-2021 00:00,6000c8460a720f05f300006f
100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",100,4,FINISHED,20,6000d4abe2571211db395b5c,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 00:00,6000d4ae0a720f05f3000075
0,null,0,0,FLAGGED,0,6000d4aafb296c121a81b27e,14-01-2021 23:32,14-01-2021 23:32,null,14-01-2021 23:32,null,null,6000d4aa0a720f05f3000072
0,null,237.8,21,FINISHED,90.36,5e27526d0bdb6a138c32b556,14-01-2021 21:37,14-01-2021 21:37,14-01-2021 21:38,14-01-2021 21:38,14-01-2021 21:38,14-01-2021 00:00,6000b9b70a720f05f300006d
25,COMPLETE_NONPARTNER_RECEIPT,160,2,FINISHED,2,600056a3f7e5b011fce897b0,14-01-2021 14:36,14-01-2021 14:36,14-01-2021 14:36,14-01-2021 14:36,14-01-2021 14:36,13-01-2021 14:36,600056de0a720f05f3000049
0,null,250,5,FINISHED,49.95,6000b7aefb296c121a8198b1,14-01-2021 21:31,14-01-2021 21:31,14-01-2021 21:31,14-01-2021 21:31,14-01-2021 21:31,09-01-2021 06:00,6000b82f0a720f05f3000063
0,null,0,null,SUBMITTED,null,5a43c08fe4b014fd6b6a0612,14-01-2021 20:42,14-01-2021 20:42,null,14-01-2021 20:42,null,null,6000accd0a7214ad4c00004b
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,2,FINISHED,11,6000d46cfb296c121a81b20c,14-01-2021 23:32,14-01-2021 23:32,14-01-2021 23:32,14-01-2021 23:32,14-01-2021 23:32,13-01-2021 23:32,6000d4810a720f05f3000070
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,6,FINISHED,25,60005704bd4dff11dda90a9d,14-01-2021 14:36,14-01-2021 14:36,14-01-2021 14:36,14-01-2021 14:36,14-01-2021 14:36,14-01-2021 00:00,600057040a7214ad4c000041
5,All-receipts receipt bonus,5,1,REJECTED,10,6000d4b5fb296c121a81b2bd,14-01-2021 23:33,14-01-2021 23:33,null,14-01-2021 23:33,null,14-01-2021 00:00,6000d4b50a720f05f3000078
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,1,FLAGGED,1,6000d4bae2571211db395b9f,14-01-2021 23:33,14-01-2021 23:33,null,14-01-2021 23:33,14-01-2021 23:33,13-01-2021 23:33,6000d4ba0a720f05f300007a
0,null,0,null,SUBMITTED,null,5a43c08fe4b014fd6b6a0612,14-01-2021 22:35,14-01-2021 22:35,null,14-01-2021 22:35,null,null,6000c74b0a7214ad4c000060
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",810,5,FLAGGED,13,600056d6bd4dff11dda90a3f,14-01-2021 14:36,14-01-2021 14:36,null,14-01-2021 14:36,14-01-2021 14:36,13-01-2021 14:36,600056d60a720f05f3000047
250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350,1,FINISHED,10,6000d46cfb296c121a81b20c,14-01-2021 23:32,14-01-2021 23:32,14-01-2021 23:32,14-01-2021 23:32,14-01-2021 23:32,07-01-2021 00:00,6000d4900a7214ad4c000064
0,null,8700,10,FLAGGED,290,6000d46cfb296c121a81b20c,14-01-2021 23:33,14-01-2021 23:33,null,14-01-2021 23:33,null,14-02-2021 23:33,6000d4bc0a7214ad4c000070
0,null,0,4,REJECTED,4,5e56d38507a0df22a15dfc85,14-01-2021 17:43,14-01-2021 17:43,null,14-01-2021 17:46,null,14-01-2021 00:00,600082b40a720f05f3000058
250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250,3,FINISHED,23,6000d4abe2571211db395b5c,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 23:33,14-01-2021 00:00,6000d4ac0a7214ad4c000069
5,All-receipts receipt bonus,5,2,FINISHED,11,600056a3f7e5b011fce897b0,14-01-2021 14:36,14-01-2021 14:36,14-01-2021 14:36,14-01-2021 14:36,14-01-2021 14:36,13-01-2021 14:36,600056da0a720f05f3000048
5,All-receipts receipt bonus,5,4,FINISHED,18.2,6000b7aefb296c121a8198b1,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,14-01-2021 21:32,13-01-2021 21:32,6000b8590a7214ad4c000057
25,COMPLETE_NONPARTNER_RECEIPT,25,1,FLAGGED,1,600056a3f7e5b011fce897b0,14-01-2021 14:36,14-01-2021 14:36,null,14-01-2021 14:36,null,13-01-2021 14:36,600056ea0a720f05f300004b
0,null,0,null,SUBMITTED,null,6000b75bbe5fc96dfee1d4d3,15-01-2021 21:15,15-01-2021 21:15,null,15-01-2021 21:15,null,null,600205f60a7214ad4c00007b
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",855.7,86,FINISHED,271.63,6000b75bbe5fc96dfee1d4d3,15-01-2021 21:15,15-01-2021 21:15,15-01-2021 21:17,15-01-2021 21:17,15-01-2021 21:17,09-01-2021 00:00,600206000a720f05f3000087
0,null,0,null,SUBMITTED,null,6000b75bbe5fc96dfee1d4d3,15-01-2021 15:56,15-01-2021 15:56,null,15-01-2021 15:56,null,null,6001bb110a720f05f3000085
500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,15-01-2021 21:24,15-01-2021 21:24,15-01-2021 21:26,15-01-2021 21:26,15-01-2021 21:26,09-01-2021 00:00,600208270a720f05f3000088
0,null,0,null,SUBMITTED,null,5a43c08fe4b014fd6b6a0612,15-01-2021 18:49,15-01-2021 18:49,null,15-01-2021 18:49,null,null,6001e3a80a7214ad4c000078
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211,FINISHED,803.48,60037329e257124ec6b99eeb,16-01-2021 23:14,16-01-2021 23:14,16-01-2021 23:29,16-01-2021 23:31,16-01-2021 23:29,16-01-2021 00:00,600373700a720f05f3000091
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202,FINISHED,776.79,60023de5fb296c121a81b955,16-01-2021 01:17,16-01-2021 01:17,16-01-2021 01:24,16-01-2021 01:24,16-01-2021 01:24,05-01-2021 00:00,60023e8f0a720f05f300008b
0,null,0,null,SUBMITTED,null,6002475cfb296c121a81b98d,16-01-2021 01:56,16-01-2021 01:56,null,16-01-2021 01:56,null,null,600247cd0a7214ad4c00007e
0,null,0,null,SUBMITTED,null,60025c65fb296c4ef805d9e6,16-01-2021 03:34,16-01-2021 03:34,null,16-01-2021 03:34,null,null,60025eb70a720f05f300008e
300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",405.7,93,FINISHED,373.55,6000b75bbe5fc96dfee1d4d3,15-01-2021 21:46,15-01-2021 21:46,15-01-2021 21:49,16-01-2021 01:13,15-01-2021 21:49,09-01-2021 00:00,60020d2a0a720f05f300008a
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1516.9,208,FINISHED,746.94,600258dafb296c4ef805d9b7,16-01-2021 03:10,16-01-2021 03:10,16-01-2021 03:18,16-01-2021 03:19,16-01-2021 03:18,14-01-2021 00:00,6002590c0a7214ad4c000082
0,null,0,null,SUBMITTED,null,6002541ae257124ec6b99a3a,16-01-2021 02:49,16-01-2021 02:49,null,16-01-2021 02:49,null,null,600254550a720f05f300008c
0,null,0,null,SUBMITTED,null,60024f24e257124ec6b99a13,16-01-2021 02:29,16-01-2021 02:29,null,16-01-2021 02:29,null,null,60024fa00a7214ad4c00007f
0,null,0,null,SUBMITTED,null,60025c65fb296c4ef805d9e6,16-01-2021 03:36,16-01-2021 03:36,null,16-01-2021 03:36,null,null,60025f550a7214ad4c000084
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1658.3,335,FINISHED,1177.84,60025c65fb296c4ef805d9e6,16-01-2021 03:25,16-01-2021 03:25,16-01-2021 03:31,16-01-2021 03:32,16-01-2021 03:31,15-01-2021 00:00,60025cb80a720f05f300008d
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2685.8,240,FINISHED,850.49,60037005e257124ec6b99ec2,16-01-2021 23:00,16-01-2021 23:00,16-01-2021 23:09,16-01-2021 23:09,16-01-2021 23:09,16-01-2021 00:00,600370250a720f05f3000090
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",879.1,6,FINISHED,30.65,6002541ae257124ec6b99a3a,16-01-2021 03:06,16-01-2021 03:06,16-01-2021 03:07,16-01-2021 03:07,16-01-2021 03:07,15-01-2021 00:00,6002584e0a7214ad4c000081
250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250,1,FINISHED,3.99,6000b75bbe5fc96dfee1d4d3,15-01-2021 21:36,15-01-2021 21:36,15-01-2021 21:43,16-01-2021 01:13,15-01-2021 21:43,15-01-2021 00:00,60020af60a720f05f3000089
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",3659.4,309,FINISHED,1043.18,60025fe0e257124ec6b99a87,16-01-2021 03:40,16-01-2021 03:40,16-01-2021 03:47,16-01-2021 03:47,16-01-2021 03:47,15-01-2021 00:00,600260210a720f05f300008f
0,null,0,null,SUBMITTED,null,600498c4e257124ec6b9a331,17-01-2021 20:07,17-01-2021 20:07,null,17-01-2021 20:07,null,null,600498e60a720f05f3000093
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",934.4,39,FINISHED,118.05,60037a94fb296c4ef805ddbe,16-01-2021 23:48,16-01-2021 23:48,17-01-2021 00:03,17-01-2021 00:04,17-01-2021 00:03,16-01-2021 00:00,60037b500a7214ad4c000086
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",877.7,164,FINISHED,574.16,6004a5d3fb296c4ef805e256,17-01-2021 21:02,17-01-2021 21:02,17-01-2021 21:09,17-01-2021 21:14,17-01-2021 21:09,09-01-2021 00:00,6004a5f20a7214ad4c000088
0,null,0,null,SUBMITTED,null,600495c3fb296c4ef805e1fc,17-01-2021 19:55,17-01-2021 19:55,null,17-01-2021 19:55,null,null,600496350a7214ad4c000087
0,null,0,null,SUBMITTED,null,5fa32b4d898c7a11a6bcebce,17-01-2021 19:20,17-01-2021 19:20,null,17-01-2021 19:20,null,null,60048e120a720f05f3000092
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",922.1,212,FINISHED,743.79,60049cdce257124ec6b9a353,17-01-2021 20:27,17-01-2021 20:27,17-01-2021 20:40,17-01-2021 20:41,17-01-2021 20:40,01-01-2021 00:00,60049d9d0a720f05f3000094
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",800,2,FLAGGED,10,5fb0a078be5fc9775c1f3945,18-01-2021 20:22,18-01-2021 20:22,null,18-01-2021 20:23,null,17-01-2021 00:00,6005ee0e0a7214ad4c000089
0,null,0,null,SUBMITTED,null,5a43c08fe4b014fd6b6a0612,18-01-2021 16:23,18-01-2021 16:23,null,18-01-2021 16:23,null,null,6005b60f0a720f05f3000096
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1541.8,167,FINISHED,574.65,6004a965e257124ec6b9a39f,17-01-2021 21:18,17-01-2021 21:18,17-01-2021 21:26,18-01-2021 15:01,17-01-2021 21:26,09-01-2021 00:00,6004a99e0a720f05f3000095
0,null,0,null,SUBMITTED,null,5a43c08fe4b014fd6b6a0612,18-01-2021 20:53,18-01-2021 20:53,null,18-01-2021 20:53,null,null,6005f5450a720f05f3000097
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,1,FINISHED,1,5fb0a078be5fc9775c1f3945,15-01-2021 19:51,15-01-2021 19:51,18-01-2021 20:26,18-01-2021 20:27,18-01-2021 20:26,13-01-2021 00:00,6001f2470a7214ad4c00007a
5,All-receipts receipt bonus,5,1,FINISHED,10,60074b49325c8a1794623876,19-01-2021 21:14,19-01-2021 21:14,19-01-2021 21:14,19-01-2021 21:14,19-01-2021 21:14,18-01-2021 21:14,60074bbf0a720f05fa000039
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1000,5,FINISHED,49.95,600741d06e6469120a787853,19-01-2021 20:33,19-01-2021 20:33,19-01-2021 20:33,19-01-2021 20:33,19-01-2021 20:33,14-01-2021 06:00,600741fe0a7214ad89000001
5,All-receipts receipt bonus,5,4,FINISHED,4.66,60074b49325c8a1794623876,19-01-2021 21:13,19-01-2021 21:13,19-01-2021 21:13,19-01-2021 21:13,19-01-2021 21:13,18-01-2021 21:13,60074b8b0a7214ad89000029
750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",755,1,FINISHED,1,6007423b6e6469120a787c2c,19-01-2021 20:34,19-01-2021 20:34,19-01-2021 20:34,19-01-2021 20:34,19-01-2021 20:34,18-01-2021 20:34,6007423c0a720f05fa000001
0,null,350,1,FINISHED,9.99,600748196e64691717e8d4f0,19-01-2021 21:00,19-01-2021 21:00,19-01-2021 21:00,19-01-2021 21:00,19-01-2021 21:00,19-01-2021 21:00,600748640a720f05fa000026
0,null,125,5,FINISHED,25,60074b49325c8a1794623876,19-01-2021 21:14,19-01-2021 21:14,19-01-2021 21:14,19-01-2021 21:14,19-01-2021 21:14,16-01-2021 06:00,60074bbd0a7214ad89000031
45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,6007464b6e64691717e8c1f0,19-01-2021 20:53,19-01-2021 20:53,19-01-2021 20:53,19-01-2021 20:53,19-01-2021 20:53,18-01-2021 20:53,600746ce0a720f05fa000017
5,All-receipts receipt bonus,5,1,FINISHED,1,600741d06e6469120a787853,19-01-2021 20:34,19-01-2021 20:34,19-01-2021 20:34,19-01-2021 20:34,19-01-2021 20:34,18-01-2021 20:34,6007425e0a720f05fa00000a
45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,54943462e4b07e684157a532,19-01-2021 21:13,19-01-2021 21:13,19-01-2021 21:13,19-01-2021 21:13,19-01-2021 21:13,18-01-2021 21:13,60074b930a7214ad8900002d
45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,54943462e4b07e684157a532,19-01-2021 20:54,19-01-2021 20:54,19-01-2021 20:54,19-01-2021 20:54,19-01-2021 20:54,18-01-2021 20:54,600746fb0a7214ad8900001b
250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250,5,FINISHED,25,600741d06e6469120a787853,19-01-2021 20:34,19-01-2021 20:34,19-01-2021 20:34,19-01-2021 20:34,19-01-2021 20:34,16-01-2021 06:00,600742490a720f05fa000004
5,All-receipts receipt bonus,5,1,FINISHED,1,60074b49325c8a1794623876,19-01-2021 21:14,19-01-2021 21:14,19-01-2021 21:14,19-01-2021 21:14,19-01-2021 21:14,18-01-2021 21:14,60074bcb0a7214ad89000037
150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",150,1,FINISHED,10,600741d06e6469120a787853,19-01-2021 20:34,19-01-2021 20:34,19-01-2021 20:34,19-01-2021 20:34,19-01-2021 20:34,18-01-2021 20:34,6007424d0a720f05fa000006
5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532,19-01-2021 21:13,19-01-2021 21:13,19-01-2021 21:13,19-01-2021 21:13,19-01-2021 21:13,06-01-2021 21:13,60074b900a7214ad8900002b
